noisy_log,clean_log,model,precision_noisy,recall_noisy,precision_clean,recall_clean,simplicity
C:\projects\python\Anda\resources\logs\RTFMS_100000_MIXED_4.0_3.xes,C:\projects\python\Anda\resources\logs\RTFMS_100000.xes,C:\projects\python\Anda\resources\models\RTFMS_100000_MIXED_4.0_3_inductive.pnml,0.3383729230435224,1.0,0.00717187087375204,1.0,1075
C:\projects\python\Anda\resources\logs\Sepsis_20000_INSERTION_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_INSERTION_0.1_4_alpha.pnml,0.30740262892326564,0.29305713443757336,0.20522293677134518,0.293042868050057,41
C:\projects\python\Anda\resources\logs\Sepsis_20000_INSERTION_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_INSERTION_0.1_4_heuristics.pnml,0.6513830264557299,0.893086349139536,0.5041763519394434,0.8930753099786928,125
C:\projects\python\Anda\resources\logs\Sepsis_20000_INSERTION_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_INSERTION_0.1_4_inductive.pnml,0.15084582663177937,1.0,0.13822590576052518,1.0,126
C:\projects\python\Anda\resources\logs\Sepsis_2000_MIXED_2.0_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_MIXED_2.0_2_alpha.pnml,0.44478009773434024,0.2019349202178547,0.2672237532225087,0.20153929046380686,41
C:\projects\python\Anda\resources\logs\Sepsis_2000_MIXED_2.0_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_MIXED_2.0_2_heuristics.pnml,0.7451048478885738,0.9147295822296485,0.4274953646477132,0.9148321733911877,133
C:\projects\python\Anda\resources\logs\Sepsis_2000_MIXED_2.0_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_MIXED_2.0_2_inductive.pnml,0.1873287504740051,1.0,0.1573243429264708,1.0,164
C:\projects\python\Anda\resources\logs\Sepsis_20000_ABSENCE_0.2_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_ABSENCE_0.2_1_alpha.pnml,0.5327001272620046,0.25381264696942774,0.44406749595334705,0.25382031506679187,22
C:\projects\python\Anda\resources\logs\Sepsis_20000_ABSENCE_0.2_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_ABSENCE_0.2_1_heuristics.pnml,0.720962408322169,0.8974552817694023,0.6648232148922416,0.8974708155004719,108
C:\projects\python\Anda\resources\logs\Sepsis_20000_ABSENCE_0.2_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_ABSENCE_0.2_1_inductive.pnml,0.2544106148603137,1.0,0.24785154853362557,1.0,95
C:\projects\python\Anda\resources\logs\RTFMS_4000_SUBSTITUTION_0.4_1.xes,C:\projects\python\Anda\resources\logs\RTFMS_4000.xes,C:\projects\python\Anda\resources\models\RTFMS_4000_SUBSTITUTION_0.4_1_alpha.pnml,0.4754780705927124,0.49211321516019935,0.04761904761904767,0.49196431822782594,28
C:\projects\python\Anda\resources\logs\RTFMS_4000_SUBSTITUTION_0.4_1.xes,C:\projects\python\Anda\resources\logs\RTFMS_4000.xes,C:\projects\python\Anda\resources\models\RTFMS_4000_SUBSTITUTION_0.4_1_heuristics.pnml,0.9991670295136589,0.9372510289268801,0.3106037678747068,0.937488751620045,81
C:\projects\python\Anda\resources\logs\RTFMS_4000_SUBSTITUTION_0.4_1.xes,C:\projects\python\Anda\resources\logs\RTFMS_4000.xes,C:\projects\python\Anda\resources\models\RTFMS_4000_SUBSTITUTION_0.4_1_inductive.pnml,0.3760861980161829,1.0,0.17490967983057182,1.0,72
C:\projects\python\Anda\resources\logs\Sepsis_10000_INSERTION_10.0_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_INSERTION_10.0_3_alpha.pnml,0.10070973241547632,0.130520614100879,0.006888633754305373,0.13102296177405093,464
C:\projects\python\Anda\resources\logs\Sepsis_10000_INSERTION_10.0_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_INSERTION_10.0_3_heuristics.pnml,0.5883670762839841,0.895007440561141,0.049945540811335176,0.8956164064279595,600
C:\projects\python\Anda\resources\logs\Sepsis_10000_INSERTION_10.0_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_INSERTION_10.0_3_inductive.pnml,0.05450833486663842,1.0,0.011478687492670892,1.0,662
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.4_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.4_4_alpha.pnml,0.13333233330333238,0.3168830151893143,0.033333333333333326,0.31688600803985445,34
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.4_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.4_4_heuristics.pnml,0.3411124369081566,0.9804528868146827,0.30105643525703896,0.9805196336399166,131
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.4_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.4_4_inductive.pnml,0.1301422354792584,0.9673950587324079,0.0940764322389499,0.9673947861964645,139
C:\projects\python\Anda\resources\logs\RTFMS_20000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_20000.xes,C:\projects\python\Anda\resources\models\RTFMS_20000_MIXED_4.0_5_alpha.pnml,0.3077555476232018,0.4231279569073569,0.006389502813617609,0.4226132330214586,187
C:\projects\python\Anda\resources\logs\RTFMS_20000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_20000.xes,C:\projects\python\Anda\resources\models\RTFMS_20000_MIXED_4.0_5_heuristics.pnml,0.9899463317487268,0.9396098470576274,0.0382132212090166,0.941094476253907,279
C:\projects\python\Anda\resources\logs\RTFMS_20000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_20000.xes,C:\projects\python\Anda\resources\models\RTFMS_20000_MIXED_4.0_5_inductive.pnml,0.34288624607779883,1.0,0.03060107398208045,1.0,316
C:\projects\python\Anda\resources\logs\RTFMS_2000_ABSENCE_2.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ABSENCE_2.0_4_alpha.pnml,1.0,0.6513275277107543,0.5,0.651819136369252,30
C:\projects\python\Anda\resources\logs\RTFMS_2000_ABSENCE_2.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ABSENCE_2.0_4_heuristics.pnml,0.9254459521268485,0.9345201453279726,0.621986353297953,0.9345196693147413,69
C:\projects\python\Anda\resources\logs\RTFMS_2000_ABSENCE_2.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ABSENCE_2.0_4_inductive.pnml,0.4776517310485576,1.0,0.32984015508979847,1.0,59
C:\projects\python\Anda\resources\logs\BPIC2012_4000_INSERTION_2.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_4000.xes,C:\projects\python\Anda\resources\models\BPIC2012_4000_INSERTION_2.0_3_alpha.pnml,0.09881045220390361,0.29413966585667894,0.01098901098901095,0.29404171005600604,71
C:\projects\python\Anda\resources\logs\BPIC2012_4000_INSERTION_2.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_4000.xes,C:\projects\python\Anda\resources\models\BPIC2012_4000_INSERTION_2.0_3_heuristics.pnml,0.2620476688870649,0.9789361873885658,0.18361574606462616,0.9791046491463438,180
C:\projects\python\Anda\resources\logs\BPIC2012_4000_INSERTION_2.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_4000.xes,C:\projects\python\Anda\resources\models\BPIC2012_4000_INSERTION_2.0_3_inductive.pnml,0.07193679043285905,1.0,0.0527503234152652,1.0,303
C:\projects\python\Anda\resources\logs\Sepsis_1000_MIXED_0.2_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_1000.xes,C:\projects\python\Anda\resources\models\Sepsis_1000_MIXED_0.2_1_alpha.pnml,0.3843675351369369,0.19104857508046869,0.33136982495137535,0.19091623391823326,24
C:\projects\python\Anda\resources\logs\Sepsis_1000_MIXED_0.2_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_1000.xes,C:\projects\python\Anda\resources\models\Sepsis_1000_MIXED_0.2_1_heuristics.pnml,0.7221102150537635,0.9057840250473768,0.6687199014447307,0.9058620901888595,99
C:\projects\python\Anda\resources\logs\Sepsis_1000_MIXED_0.2_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_1000.xes,C:\projects\python\Anda\resources\models\Sepsis_1000_MIXED_0.2_1_inductive.pnml,0.2575316599928379,1.0,0.2514438258944558,1.0,102
C:\projects\python\Anda\resources\logs\RTFMS_2000_ORDERING_0.4_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ORDERING_0.4_4_alpha.pnml,0.9997499374843711,0.5995507211891573,0.25,0.5995507211891573,27
C:\projects\python\Anda\resources\logs\RTFMS_2000_ORDERING_0.4_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ORDERING_0.4_4_heuristics.pnml,0.9250797024442083,0.9342511913851501,0.621986353297953,0.9345196693147413,69
C:\projects\python\Anda\resources\logs\RTFMS_2000_ORDERING_0.4_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ORDERING_0.4_4_inductive.pnml,0.5873748857270107,1.0,0.42267219761419295,1.0,58
C:\projects\python\Anda\resources\logs\RTFMS_10000_MIXED_0.4_1.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_MIXED_0.4_1_alpha.pnml,0.5829301802739497,0.3944673684650143,0.0,0.39421523844704753,37
C:\projects\python\Anda\resources\logs\RTFMS_10000_MIXED_0.4_1.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_MIXED_0.4_1_heuristics.pnml,0.9992546464379313,0.9466003689659492,0.24714977354365142,0.9468103345212162,88
C:\projects\python\Anda\resources\logs\RTFMS_10000_MIXED_0.4_1.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_MIXED_0.4_1_inductive.pnml,0.4178290653303296,1.0,0.1780230054179982,1.0,75
C:\projects\python\Anda\resources\logs\RTFMS_2000_MIXED_10.0_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_MIXED_10.0_5_alpha.pnml,0.4196761823604601,0.4575215783920131,0.016949152542372836,0.4560268911051073,49
C:\projects\python\Anda\resources\logs\RTFMS_2000_MIXED_10.0_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_MIXED_10.0_5_heuristics.pnml,0.9954666626504209,0.9427965108518745,0.12148854566186384,0.9471513543062362,121
C:\projects\python\Anda\resources\logs\RTFMS_2000_MIXED_10.0_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_MIXED_10.0_5_inductive.pnml,0.3943028736569596,1.0,0.07478313512796275,1.0,144
C:\projects\python\Anda\resources\logs\BPIC2012_2000_ORDERING_0.2_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_2000.xes,C:\projects\python\Anda\resources\models\BPIC2012_2000_ORDERING_0.2_2_alpha.pnml,0.06251367486637704,0.4444396136569324,0.03125,0.4444802240017476,33
C:\projects\python\Anda\resources\logs\BPIC2012_2000_ORDERING_0.2_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_2000.xes,C:\projects\python\Anda\resources\models\BPIC2012_2000_ORDERING_0.2_2_heuristics.pnml,0.28334162285064657,0.9827306781455802,0.2648771481323675,0.9827865358358616,109
C:\projects\python\Anda\resources\logs\BPIC2012_2000_ORDERING_0.2_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_2000.xes,C:\projects\python\Anda\resources\models\BPIC2012_2000_ORDERING_0.2_2_inductive.pnml,0.10515614164991827,0.968051721079441,0.09549464420452858,0.9680435998312109,138
C:\projects\python\Anda\resources\logs\BPIC2012_1000_INSERTION_0.1_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_INSERTION_0.1_1_alpha.pnml,0.08625278510756407,0.5292409852120719,0.0862632668172929,0.5292894604816707,33
C:\projects\python\Anda\resources\logs\BPIC2012_1000_INSERTION_0.1_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_INSERTION_0.1_1_heuristics.pnml,0.2761191711454224,0.9844602602032,0.2761747221504265,0.9844879521470814,110
C:\projects\python\Anda\resources\logs\BPIC2012_1000_INSERTION_0.1_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_INSERTION_0.1_1_inductive.pnml,0.10232741415858815,0.9927443657804422,0.09877808952893141,0.9927442007457186,136
C:\projects\python\Anda\resources\logs\RTFMS_2000_ABSENCE_4.0_1.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ABSENCE_4.0_1_alpha.pnml,1.0,0.6497335670173199,0.5,0.651819136369252,30
C:\projects\python\Anda\resources\logs\RTFMS_2000_ABSENCE_4.0_1.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ABSENCE_4.0_1_heuristics.pnml,0.9262835249042145,0.933946042863482,0.621986353297953,0.9345630277712222,70
C:\projects\python\Anda\resources\logs\RTFMS_2000_ABSENCE_4.0_1.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ABSENCE_4.0_1_inductive.pnml,0.4779388678548342,1.0,0.32984015508979847,1.0,59
C:\projects\python\Anda\resources\logs\BPIC2012_10000_ABSENCE_0.1_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_ABSENCE_0.1_1_alpha.pnml,0.032261186566441946,0.551667326856902,0.032258064516129004,0.5517287066866956,36
C:\projects\python\Anda\resources\logs\BPIC2012_10000_ABSENCE_0.1_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_ABSENCE_0.1_1_heuristics.pnml,0.2759035850613888,0.9793043292430414,0.2643537872734155,0.9793175924812414,119
C:\projects\python\Anda\resources\logs\BPIC2012_10000_ABSENCE_0.1_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_ABSENCE_0.1_1_inductive.pnml,0.1258812460873029,0.9786425919205025,0.10602309900883577,0.978642720598871,130
C:\projects\python\Anda\resources\logs\BPIC2012_4000_ORDERING_0.4_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_4000.xes,C:\projects\python\Anda\resources\models\BPIC2012_4000_ORDERING_0.4_3_alpha.pnml,0.10344649230185687,0.41024534580598443,0.03448275862068961,0.41024534580598443,33
C:\projects\python\Anda\resources\logs\BPIC2012_4000_ORDERING_0.4_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_4000.xes,C:\projects\python\Anda\resources\models\BPIC2012_4000_ORDERING_0.4_3_heuristics.pnml,0.27180115199003685,0.9774395282390358,0.24984974030980445,0.9774908414762022,127
C:\projects\python\Anda\resources\logs\BPIC2012_4000_ORDERING_0.4_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_4000.xes,C:\projects\python\Anda\resources\models\BPIC2012_4000_ORDERING_0.4_3_inductive.pnml,0.1103927127488804,0.9740039740993331,0.09378186523366294,0.9740121591038655,141
C:\projects\python\Anda\resources\logs\Sepsis_20000_ABSENCE_4.0_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_ABSENCE_4.0_1_alpha.pnml,0.5310282943389221,0.27817975677945134,0.44406749595334705,0.2786089214471283,23
C:\projects\python\Anda\resources\logs\Sepsis_20000_ABSENCE_4.0_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_ABSENCE_4.0_1_heuristics.pnml,0.7441420346546928,0.8963755325382605,0.665888414560539,0.8966044035093254,108
C:\projects\python\Anda\resources\logs\Sepsis_20000_ABSENCE_4.0_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_ABSENCE_4.0_1_inductive.pnml,0.27460397420097693,1.0,0.24785154853362557,1.0,95
C:\projects\python\Anda\resources\logs\Sepsis_20000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_MIXED_4.0_5_alpha.pnml,0.11849691659815031,0.1299888157392356,0.0158311345646438,0.12990693846254198,209
C:\projects\python\Anda\resources\logs\Sepsis_20000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_MIXED_4.0_5_heuristics.pnml,0.6005772639026997,0.8982142268527646,0.10228105492627204,0.8985349801684832,333
C:\projects\python\Anda\resources\logs\Sepsis_20000_MIXED_4.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_MIXED_4.0_5_inductive.pnml,0.06380475985429601,1.0,0.022143236561255608,1.0,402
C:\projects\python\Anda\resources\logs\RTFMS_4000_INSERTION_1.0_3.xes,C:\projects\python\Anda\resources\logs\RTFMS_4000.xes,C:\projects\python\Anda\resources\models\RTFMS_4000_INSERTION_1.0_3_alpha.pnml,0.34763827339355713,0.5039736588101146,0.07588181352896017,0.504525218798823,40
C:\projects\python\Anda\resources\logs\RTFMS_4000_INSERTION_1.0_3.xes,C:\projects\python\Anda\resources\logs\RTFMS_4000.xes,C:\projects\python\Anda\resources\models\RTFMS_4000_INSERTION_1.0_3_heuristics.pnml,0.9988645600815452,0.946361303915106,0.21193633267980605,0.9468786012317556,95
C:\projects\python\Anda\resources\logs\RTFMS_4000_INSERTION_1.0_3.xes,C:\projects\python\Anda\resources\logs\RTFMS_4000.xes,C:\projects\python\Anda\resources\models\RTFMS_4000_INSERTION_1.0_3_inductive.pnml,0.4801514877209807,1.0,0.18641249975479135,1.0,110
C:\projects\python\Anda\resources\logs\RTFMS_2000_ORDERING_0.1_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ORDERING_0.1_2_alpha.pnml,0.6661669165417292,0.5071785459002169,0.6663334999167083,0.5071077702170046,26
C:\projects\python\Anda\resources\logs\RTFMS_2000_ORDERING_0.1_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ORDERING_0.1_2_heuristics.pnml,0.9118462226195798,0.9343172302054927,0.7331546023235032,0.9345196693147413,67
C:\projects\python\Anda\resources\logs\RTFMS_2000_ORDERING_0.1_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ORDERING_0.1_2_inductive.pnml,0.334658825101918,1.0,0.3013266056272138,1.0,58
C:\projects\python\Anda\resources\logs\Sepsis_20000_INSERTION_2.0_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_INSERTION_2.0_2_alpha.pnml,0.11569630829348554,0.1420286580564074,0.017892875514403328,0.1421209484032009,209
C:\projects\python\Anda\resources\logs\Sepsis_20000_INSERTION_2.0_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_INSERTION_2.0_2_heuristics.pnml,0.5585271969967469,0.9008733285605278,0.09935744512144551,0.9010219966526041,328
C:\projects\python\Anda\resources\logs\Sepsis_20000_INSERTION_2.0_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_INSERTION_2.0_2_inductive.pnml,0.06900232885528801,1.0,0.024375575096549085,1.0,375
C:\projects\python\Anda\resources\logs\Sepsis_4000_SUBSTITUTION_0.1_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_SUBSTITUTION_0.1_2_alpha.pnml,0.3905481120584653,0.2461783266599743,0.3905481120584653,0.24612708274519235,27
C:\projects\python\Anda\resources\logs\Sepsis_4000_SUBSTITUTION_0.1_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_SUBSTITUTION_0.1_2_heuristics.pnml,0.8068174668092871,0.8841838226292389,0.6919846487778791,0.8841885839412926,119
C:\projects\python\Anda\resources\logs\Sepsis_4000_SUBSTITUTION_0.1_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_SUBSTITUTION_0.1_2_inductive.pnml,0.22085343532448842,1.0,0.21617736327652304,1.0,113
C:\projects\python\Anda\resources\logs\Sepsis_2000_ABSENCE_2.0_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ABSENCE_2.0_1_alpha.pnml,0.5325682382133995,0.23064342712272773,0.4444641589779986,0.23060702715129,22
C:\projects\python\Anda\resources\logs\Sepsis_2000_ABSENCE_2.0_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ABSENCE_2.0_1_heuristics.pnml,0.7397428422377021,0.9115370876414387,0.6763843050971764,0.9117147200693043,112
C:\projects\python\Anda\resources\logs\Sepsis_2000_ABSENCE_2.0_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ABSENCE_2.0_1_inductive.pnml,0.2527648778940885,1.0,0.24643154070342888,1.0,95
C:\projects\python\Anda\resources\logs\BPIC2012_20000_INSERTION_2.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_INSERTION_2.0_5_alpha.pnml,0.11449404864189894,0.1895104405393055,0.002865329512893977,0.18955533310826034,220
C:\projects\python\Anda\resources\logs\BPIC2012_20000_INSERTION_2.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_INSERTION_2.0_5_heuristics.pnml,0.26282380312082143,0.9724293766552915,0.08311181962403813,0.972590026496239,361
C:\projects\python\Anda\resources\logs\BPIC2012_20000_INSERTION_2.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_INSERTION_2.0_5_inductive.pnml,0.07012629822095484,1.0,0.02374869632432508,1.0,442
C:\projects\python\Anda\resources\logs\Sepsis_100000_INSERTION_4.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_INSERTION_4.0_4_alpha.pnml,0.09056925594061527,0.13391479488643937,0.0016727069974908915,0.1341135704109902,1882
C:\projects\python\Anda\resources\logs\Sepsis_100000_INSERTION_4.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_INSERTION_4.0_4_heuristics.pnml,0.5320389642783299,0.9023872609653665,0.01230424226156801,0.9026027863615537,2119
C:\projects\python\Anda\resources\logs\Sepsis_100000_INSERTION_4.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_INSERTION_4.0_4_inductive.pnml,0.045328266759865454,1.0,0.00292343309052312,1.0,2110
C:\projects\python\Anda\resources\logs\Sepsis_20000_MIXED_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_MIXED_0.1_4_alpha.pnml,0.2541793984493733,0.22315280257786602,0.22374595748714343,0.22314356435245764,30
C:\projects\python\Anda\resources\logs\Sepsis_20000_MIXED_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_MIXED_0.1_4_heuristics.pnml,0.7098963514032031,0.8906719855598171,0.5842869363314188,0.8906729198398098,118
C:\projects\python\Anda\resources\logs\Sepsis_20000_MIXED_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_20000.xes,C:\projects\python\Anda\resources\models\Sepsis_20000_MIXED_0.1_4_inductive.pnml,0.2286709659806493,1.0,0.21058318481731764,1.0,137
C:\projects\python\Anda\resources\logs\RTFMS_2000_MIXED_0.1_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_MIXED_0.1_4_alpha.pnml,0.4996668332500417,0.6152267555666306,0.33316674995835416,0.6150108377870436,25
C:\projects\python\Anda\resources\logs\RTFMS_2000_MIXED_0.1_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_MIXED_0.1_4_heuristics.pnml,0.9195102040816326,0.9344449802656631,0.6696596196228879,0.9345196693147413,67
C:\projects\python\Anda\resources\logs\RTFMS_2000_MIXED_0.1_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_MIXED_0.1_4_inductive.pnml,0.48787934863064397,1.0,0.41716783863804585,1.0,65
C:\projects\python\Anda\resources\logs\RTFMS_20000_MIXED_0.4_3.xes,C:\projects\python\Anda\resources\logs\RTFMS_20000.xes,C:\projects\python\Anda\resources\models\RTFMS_20000_MIXED_0.4_3_alpha.pnml,0.48379583330645004,0.4085360529049096,0.032258064516129004,0.4084258622974188,35
C:\projects\python\Anda\resources\logs\RTFMS_20000_MIXED_0.4_3.xes,C:\projects\python\Anda\resources\logs\RTFMS_20000.xes,C:\projects\python\Anda\resources\models\RTFMS_20000_MIXED_0.4_3_heuristics.pnml,0.9996531566542023,0.9399352543237831,0.20737222232063546,0.9401799722088265,88
